Sample,Method,Confidence_categories,Total_pergroup,Rate
lowrelat,COI - DADA2 - RDP - Curated,Confidence score<br>above threhold,73,9.25221799746515
lowrelat,COI - DADA2 - RDP - Curated,Confidence score<br>below threhold,716,90.7477820025348
lowrelat,COI - DADA2 - RDP - Non-curated,Confidence score<br>above threhold,77,9.73451327433628
lowrelat,COI - DADA2 - RDP - Non-curated,Confidence score<br>below threhold,714,90.2654867256637
mix,12S - Barque - VSEARCH - Curated,Confidence score<br>above threhold,78,98.7341772151899
mix,12S - Barque - VSEARCH - Curated,Confidence score<br>below threhold,1,1.26582278481013
mix,12S - Barque - VSEARCH - Non-curated,Confidence score<br>above threhold,73,92.4050632911392
mix,12S - Barque - VSEARCH - Non-curated,Confidence score<br>below threhold,6,7.59493670886076
mix,12S - DADA2 - RDP - Curated,Confidence score<br>above threhold,127,3.99874055415617
mix,12S - DADA2 - RDP - Curated,Confidence score<br>below threhold,3049,96.0012594458438
mix,12S - DADA2 - RDP - Non-curated,Confidence score<br>above threhold,99,3.11712846347607
mix,12S - DADA2 - RDP - Non-curated,Confidence score<br>below threhold,3077,96.8828715365239
mix,COI - Barque - VSEARCH - Curated,Confidence score<br>above threhold,350,100
mix,COI - Barque - VSEARCH - Non-curated,Confidence score<br>above threhold,224,100
mix,COI - DADA2 - RDP - Curated,Confidence score<br>above threhold,73,9.25221799746515
mix,COI - DADA2 - RDP - Curated,Confidence score<br>below threhold,716,90.7477820025348
mix,COI - DADA2 - RDP - Non-curated,Confidence score<br>above threhold,77,9.73451327433628
mix,COI - DADA2 - RDP - Non-curated,Confidence score<br>below threhold,714,90.2654867256637
richlowevenlow,12S - Barque - VSEARCH - Curated,Confidence score<br>above threhold,66,100
richlowevenlow,12S - Barque - VSEARCH - Non-curated,Confidence score<br>above threhold,45,100
richlowevenlow,12S - DADA2 - RDP - Curated,Confidence score<br>above threhold,127,3.99874055415617
richlowevenlow,12S - DADA2 - RDP - Curated,Confidence score<br>below threhold,3049,96.0012594458438
richlowevenlow,12S - DADA2 - RDP - Non-curated,Confidence score<br>above threhold,99,3.11712846347607
richlowevenlow,12S - DADA2 - RDP - Non-curated,Confidence score<br>below threhold,3077,96.8828715365239
richlowevenlow,COI - Barque - VSEARCH - Curated,Confidence score<br>above threhold,151,100
richlowevenlow,COI - Barque - VSEARCH - Non-curated,Confidence score<br>above threhold,139,100
richlowevenlow,COI - DADA2 - RDP - Curated,Confidence score<br>above threhold,73,9.25221799746515
richlowevenlow,COI - DADA2 - RDP - Curated,Confidence score<br>below threhold,716,90.7477820025348
richlowevenlow,COI - DADA2 - RDP - Non-curated,Confidence score<br>above threhold,77,9.73451327433628
richlowevenlow,COI - DADA2 - RDP - Non-curated,Confidence score<br>below threhold,714,90.2654867256637
richlowevenplus,12S - Barque - VSEARCH - Curated,Confidence score<br>above threhold,46,100
richlowevenplus,12S - Barque - VSEARCH - Non-curated,Confidence score<br>above threhold,33,100
richlowevenplus,12S - DADA2 - RDP - Curated,Confidence score<br>above threhold,127,3.99874055415617
richlowevenplus,12S - DADA2 - RDP - Curated,Confidence score<br>below threhold,3049,96.0012594458438
richlowevenplus,12S - DADA2 - RDP - Non-curated,Confidence score<br>above threhold,99,3.11712846347607
richlowevenplus,12S - DADA2 - RDP - Non-curated,Confidence score<br>below threhold,3077,96.8828715365239
richlowevenplus,COI - Barque - VSEARCH - Curated,Confidence score<br>above threhold,138,100
richlowevenplus,COI - Barque - VSEARCH - Non-curated,Confidence score<br>above threhold,96,100
richlowevenplus,COI - DADA2 - RDP - Curated,Confidence score<br>above threhold,73,9.25221799746515
richlowevenplus,COI - DADA2 - RDP - Curated,Confidence score<br>below threhold,716,90.7477820025348
richlowevenplus,COI - DADA2 - RDP - Non-curated,Confidence score<br>above threhold,77,9.73451327433628
richlowevenplus,COI - DADA2 - RDP - Non-curated,Confidence score<br>below threhold,714,90.2654867256637
richplusevenlow,12S - Barque - VSEARCH - Curated,Confidence score<br>above threhold,43,100
richplusevenlow,12S - Barque - VSEARCH - Non-curated,Confidence score<br>above threhold,30,100
richplusevenlow,12S - DADA2 - RDP - Curated,Confidence score<br>above threhold,127,3.99874055415617
richplusevenlow,12S - DADA2 - RDP - Curated,Confidence score<br>below threhold,3049,96.0012594458438
richplusevenlow,12S - DADA2 - RDP - Non-curated,Confidence score<br>above threhold,99,3.11712846347607
richplusevenlow,12S - DADA2 - RDP - Non-curated,Confidence score<br>below threhold,3077,96.8828715365239
richplusevenlow,COI - Barque - VSEARCH - Curated,Confidence score<br>above threhold,116,100
richplusevenlow,COI - Barque - VSEARCH - Non-curated,Confidence score<br>above threhold,88,100
richplusevenlow,COI - DADA2 - RDP - Curated,Confidence score<br>above threhold,73,9.25221799746515
richplusevenlow,COI - DADA2 - RDP - Curated,Confidence score<br>below threhold,716,90.7477820025348
richplusevenlow,COI - DADA2 - RDP - Non-curated,Confidence score<br>above threhold,77,9.73451327433628
richplusevenlow,COI - DADA2 - RDP - Non-curated,Confidence score<br>below threhold,714,90.2654867256637
richplusevenplus,12S - Barque - VSEARCH - Curated,Confidence score<br>above threhold,38,100
richplusevenplus,12S - Barque - VSEARCH - Non-curated,Confidence score<br>above threhold,30,100
richplusevenplus,12S - DADA2 - RDP - Curated,Confidence score<br>above threhold,127,3.99874055415617
richplusevenplus,12S - DADA2 - RDP - Curated,Confidence score<br>below threhold,3049,96.0012594458438
richplusevenplus,12S - DADA2 - RDP - Non-curated,Confidence score<br>above threhold,99,3.11712846347607
richplusevenplus,12S - DADA2 - RDP - Non-curated,Confidence score<br>below threhold,3077,96.8828715365239
richplusevenplus,COI - Barque - VSEARCH - Curated,Confidence score<br>above threhold,103,100
richplusevenplus,COI - Barque - VSEARCH - Non-curated,Confidence score<br>above threhold,66,100
richplusevenplus,COI - DADA2 - RDP - Curated,Confidence score<br>above threhold,73,9.25221799746515
richplusevenplus,COI - DADA2 - RDP - Curated,Confidence score<br>below threhold,716,90.7477820025348
richplusevenplus,COI - DADA2 - RDP - Non-curated,Confidence score<br>above threhold,77,9.73451327433628
richplusevenplus,COI - DADA2 - RDP - Non-curated,Confidence score<br>below threhold,714,90.2654867256637
staggered,12S - Barque - VSEARCH - Curated,Confidence score<br>above threhold,23,100
staggered,12S - Barque - VSEARCH - Non-curated,Confidence score<br>above threhold,18,100
staggered,12S - DADA2 - RDP - Curated,Confidence score<br>above threhold,127,3.99874055415617
staggered,12S - DADA2 - RDP - Curated,Confidence score<br>below threhold,3049,96.0012594458438
staggered,12S - DADA2 - RDP - Non-curated,Confidence score<br>above threhold,99,3.11712846347607
staggered,12S - DADA2 - RDP - Non-curated,Confidence score<br>below threhold,3077,96.8828715365239
staggered,COI - Barque - VSEARCH - Curated,Confidence score<br>above threhold,27,100
staggered,COI - Barque - VSEARCH - Non-curated,Confidence score<br>above threhold,16,100
staggered,COI - DADA2 - RDP - Curated,Confidence score<br>above threhold,73,9.25221799746515
staggered,COI - DADA2 - RDP - Curated,Confidence score<br>below threhold,716,90.7477820025348
staggered,COI - DADA2 - RDP - Non-curated,Confidence score<br>above threhold,77,9.73451327433628
staggered,COI - DADA2 - RDP - Non-curated,Confidence score<br>below threhold,714,90.2654867256637
