<trainsetNo>1</trainsetNo><version>null</version><modversion>null</modversion><file>logWordPrior</file>
0	-4.8202815
1	-4.8202815
2	-4.8202815
3	-4.8202815
4	-3.2108438
5	-4.8202815
6	-2.2553322
7	-3.7216692
8	-4.8202815
9	-4.8202815
10	-4.8202815
11	-4.8202815
12	-4.8202815
13	-4.8202815
14	-4.8202815
15	-4.8202815
16	-2.2553322
17	-1.8758426
18	-3.7216692
19	-3.2108438
20	-4.8202815
21	-2.8743715
22	-4.8202815
23	-3.7216692
24	-3.7216692
25	-2.6230571
26	-3.7216692
27	-2.4223864
28	-3.7216692
29	-4.8202815
30	-3.2108438
31	-4.8202815
32	-2.4223864
33	-4.8202815
34	-4.8202815
35	-4.8202815
36	-4.8202815
37	-4.8202815
38	-4.8202815
39	-3.7216692
40	-1.2649335
41	-4.8202815
42	-3.2108438
43	-4.8202815
44	-2.8743715
45	-4.8202815
46	-4.8202815
47	-4.8202815
48	-3.7216692
49	-4.8202815
50	-3.7216692
51	-3.7216692
52	-2.8743715
53	-4.8202815
54	-4.8202815
55	-4.8202815
56	-4.8202815
57	-2.8743715
58	-3.7216692
59	-4.8202815
60	-4.8202815
61	-4.8202815
62	-4.8202815
63	-2.8743715
64	-2.1122315
65	-2.8743715
66	-4.8202815
67	-3.2108438
68	-2.6230571
69	-1.9870682
70	-4.8202815
71	-2.8743715
72	-1.6847874
73	-3.7216692
74	-3.7216692
75	-4.8202815
76	-3.2108438
77	-4.8202815
78	-3.7216692
79	-4.8202815
80	-3.2108438
81	-4.8202815
82	-4.8202815
83	-3.2108438
84	-1.9870682
85	-4.8202815
86	-4.8202815
87	-4.8202815
88	-4.8202815
89	-4.8202815
90	-2.1122315
91	-4.8202815
92	-4.8202815
93	-3.7216692
94	-3.7216692
95	-3.7216692
96	-3.2108438
97	-4.8202815
98	-4.8202815
99	-4.8202815
100	-4.8202815
101	-2.4223864
102	-4.8202815
103	-4.8202815
104	-3.2108438
105	-4.8202815
106	-0.6155889
107	-2.8743715
108	-2.2553322
109	-2.4223864
110	-3.7216692
111	-3.7216692
112	-4.8202815
113	-3.7216692
114	-4.8202815
115	-3.7216692
116	-4.8202815
117	-3.2108438
118	-4.8202815
119	-4.8202815
120	-4.8202815
121	-3.2108438
122	-4.8202815
123	-4.8202815
124	-4.8202815
125	-4.8202815
126	-4.8202815
127	-3.7216692
128	-2.2553322
129	-3.7216692
130	-4.8202815
131	-4.8202815
132	-4.8202815
133	-4.8202815
134	-4.8202815
135	-4.8202815
136	-3.7216692
137	-4.8202815
138	-4.8202815
139	-2.8743715
140	-4.8202815
141	-4.8202815
142	-4.8202815
143	-3.2108438
144	-1.3862944
145	-4.8202815
146	-3.7216692
147	-4.8202815
148	-4.8202815
149	-4.8202815
150	-4.8202815
151	-4.8202815
152	-4.8202815
153	-4.8202815
154	-4.8202815
155	-3.7216692
156	-4.8202815
157	-4.8202815
158	-4.8202815
159	-3.7216692
160	-1.1567199
161	-4.8202815
162	-3.2108438
163	-4.8202815
164	-4.8202815
165	-4.8202815
166	-3.7216692
167	-4.8202815
168	-2.6230571
169	-4.8202815
170	-2.8743715
171	-2.8743715
172	-4.8202815
173	-4.8202815
174	-4.8202815
175	-3.7216692
176	-3.2108438
177	-2.8743715
178	-4.8202815
179	-3.2108438
180	-3.7216692
181	-2.8743715
182	-4.8202815
183	-4.8202815
184	-4.8202815
185	-4.8202815
186	-4.8202815
187	-4.8202815
188	-4.8202815
189	-3.7216692
190	-4.8202815
191	-1.9870682
192	-2.8743715
193	-3.7216692
194	-3.7216692
195	-3.7216692
196	-3.7216692
197	-3.2108438
198	-4.8202815
199	-3.7216692
200	-1.8758426
201	-4.8202815
202	-4.8202815
203	-4.8202815
204	-3.7216692
205	-4.8202815
206	-3.7216692
207	-4.8202815
208	-2.1122315
209	-4.8202815
210	-4.8202815
211	-3.2108438
212	-4.8202815
213	-4.8202815
214	-0.586175
215	-4.8202815
216	-1.8758426
217	-4.8202815
218	-2.8743715
219	-4.8202815
220	-3.7216692
221	-4.8202815
222	-0.07534943
223	-4.8202815
224	-3.7216692
225	-4.8202815
226	-4.8202815
227	-4.8202815
