<trainsetNo>1</trainsetNo><version>null</version><modversion>null</modversion><file>wordConditionalProbIndexArr</file>
0	0
1	0
2	0
3	0
4	0
5	2
6	2
7	8
8	9
9	9
10	9
11	9
12	9
13	9
14	9
15	9
16	9
17	15
18	24
19	25
20	27
21	27
22	30
23	30
24	31
25	32
26	36
27	37
28	42
29	43
30	43
31	45
32	45
33	50
34	50
35	50
36	50
37	50
38	50
39	50
40	51
41	68
42	68
43	70
44	70
45	73
46	73
47	73
48	73
49	74
50	74
51	75
52	76
53	79
54	79
55	79
56	79
57	79
58	82
59	83
60	83
61	83
62	83
63	83
64	86
65	93
66	96
67	96
68	98
69	102
70	110
71	110
72	113
73	124
74	125
75	126
76	126
77	128
78	128
79	129
80	129
81	131
82	131
83	131
84	133
85	141
86	141
87	141
88	141
89	141
90	141
91	148
92	148
93	148
94	149
95	150
96	151
97	153
98	153
99	153
100	153
101	153
102	158
103	158
104	158
105	160
106	160
107	193
108	196
109	202
110	207
111	208
112	209
113	209
114	210
115	210
116	211
117	211
118	213
119	213
120	213
121	213
122	215
123	215
124	215
125	215
126	215
127	215
128	216
129	222
130	223
131	223
132	223
133	223
134	223
135	223
136	223
137	224
138	224
139	224
140	227
141	227
142	227
143	227
144	229
145	244
146	244
147	245
148	245
149	245
150	245
151	245
152	245
153	245
154	245
155	245
156	246
157	246
158	246
159	246
160	247
161	266
162	266
163	268
164	268
165	268
166	268
167	269
168	269
169	273
170	273
171	276
172	279
173	279
174	279
175	279
176	280
177	282
178	285
179	285
180	287
181	288
182	291
183	291
184	291
185	291
186	291
187	291
188	291
189	291
190	292
191	292
192	300
193	303
194	304
195	305
196	306
197	307
198	309
199	309
200	310
201	319
202	319
203	319
204	319
205	320
206	320
207	321
208	321
209	328
210	328
211	328
212	330
213	330
214	330
215	364
216	364
217	373
218	373
219	376
220	376
221	377
222	377
223	434
224	434
225	435
226	435
227	435
228	435
229	435
230	435
231	435
232	473
233	473
234	473
235	473
236	474
237	474
238	474
239	474
240	477
241	478
242	479
243	479
244	479
245	483
246	485
247	486
248	486
249	489
250	489
251	489
252	489
253	527
254	530
255	531
256	532
257	537
258	538
259	546
260	548
261	552
262	554
263	555
264	555
265	555
266	556
267	556
268	558
269	559
270	562
271	562
272	562
273	564
274	566
275	566
276	573
277	600
278	607
279	608
280	609
281	610
282	611
283	611
284	611
285	613
286	617
287	617
288	617
289	622
290	622
291	644
292	645
293	649
294	649
295	659
296	659
297	659
298	659
299	660
300	660
301	660
302	660
303	661
304	661
305	663
306	663
307	663
308	663
309	663
310	663
311	663
312	663
313	668
314	668
315	670
316	670
317	670
318	670
319	672
320	672
321	675
322	676
323	676
324	677
325	677
326	677
327	677
328	677
329	692
330	693
331	693
332	693
333	702
334	702
335	702
336	702
337	707
338	707
339	712
340	713
341	714
342	719
343	720
344	720
345	720
346	720
347	720
348	720
349	720
350	720
351	720
352	720
353	720
354	721
355	721
356	721
357	722
358	722
359	722
360	722
361	722
362	727
363	727
364	737
365	739
366	739
367	742
368	742
369	742
370	742
371	742
372	742
373	743
374	744
375	744
376	744
377	744
378	746
379	746
380	746
381	746
382	747
383	747
384	747
385	749
386	749
387	749
388	749
389	749
390	749
391	749
392	749
393	749
394	749
395	749
396	749
397	749
398	749
399	749
400	749
401	749
402	749
403	750
404	751
405	751
406	757
407	757
408	758
409	758
410	759
411	759
412	759
413	762
414	763
415	763
416	763
417	763
418	764
419	764
420	765
421	765
422	765
423	765
424	765
425	765
426	772
427	772
428	832
429	834
430	834
431	834
432	840
433	848
434	848
435	849
436	851
437	851
438	852
439	852
440	856
441	857
442	857
443	857
444	857
445	858
446	858
447	859
448	860
449	861
450	861
451	861
452	861
453	862
454	862
455	862
456	862
457	862
458	862
459	862
460	867
461	867
462	867
463	867
464	868
465	868
466	869
467	869
468	869
469	871
470	872
471	872
472	872
473	872
474	872
475	872
476	872
477	872
478	873
479	873
480	873
481	873
482	873
483	873
484	873
485	875
486	875
487	875
488	875
489	875
490	875
491	875
492	876
493	876
494	876
495	877
496	878
497	878
498	878
499	878
500	878
501	878
502	878
503	879
504	879
505	879
506	879
507	879
508	879
509	880
510	880
511	880
512	880
513	881
514	890
515	894
516	895
517	897
518	897
519	897
520	898
